text,label,rate
chi toi goi hang nhan nho,NEG,2
sau vay bi hech,NEG,2
ao trang ok ao den so thay vai khac xau hon han,NEG,2
balo rat dep,POS,4
cac ban chon tang them 1 size nhe,NEU,3
vai nhieu chi thua,NEG,2
em hai long voi san pham lam a,POS,5
shop tu van nhiet tinh lam,POS,5
chat luong san pham tuyet voi sp dung mo ta,POS,5
dam dep lam,POS,4
giao hang nhanh,POS,4
chat luong san pham rat kem rat khong dang tien rat khong dang tien,NEG,1
a o gio ng hi nh va i de p,POS,4
gia cung re nen kb chat luong ntn,POS,4
sai mau ao mong nhan tin doi tra k tra loi,NEG,1
shoppee lam on cho muc danh gia <num> cho shop nay di a,POS,5
hang dep lam lun,POS,5
chat dep,POS,4
da mua 3 chiec quan cua shop roi,POS,4
thanks shop nhiu,POS,5
chat luong san pham tuyet voi rat dang tien ao day dan chat dep,POS,5
dang deo va cam thay kha hai long minh hien da thao thanh noi va cai den nac thu 2 chu shop tu van nhiet tinh cac ban nen muap,POS,4
chuc shop ngay cang dong khach,POS,5
anh mau mau tuoi hon,NEG,2
shop phuc vu rat kem,NEG,1
ao to lam ai nghen cn trai m7 mac vs vua sz m huhu ve dem sua met muon chet quan con co tui dang sau nua chu nhung ma vai dep ns chung kh mong dau nheg so mi so cuc da ca quan nua,NEG,1
va i duo c form de p da ng tie n,POS,5
hoi chat chut vs m chat luong san pham tot,NEU,3
ao mong nhung mac len dang kha dep,POS,4
lan sau se dat size m,POS,4
chat tam on chi may lech khong chuyen chu vao chuyen mon,NEU,3
ao dep nhung hoi ngan va nho hon cai soc den trang,NEG,2
nghe moi so ban review noi la kho moi,NEG,2
gia va chat luong phu hop nhung giao k dung size,NEG,2
rong thung thinh,NEG,1
hai long ve chat luong va phuc vu,POS,4
shop phuc vu rat tot ao rat dep,POS,5
ao len don gian ma dep lam chat len so min va muot lam nha,POS,5
chat luong vua voi gia tien dung size,POS,4
tra lai thi bao la 39 k la gia si xong ko cho tra hang,NEG,1
shop gui nham size chiec ao cua me,NEG,1
minh cao 1 m60 nang 50 kg co dieu dui vs bap chan hoi to nen lay xl khi mac nhin rat dep len form chuan dong goi san pham rat dep va chac chan rat dang tien,POS,5
minh se mua nua vao thang toi,POS,5
nice color,POS,5
shop nhiet tinh de thuong quan dep vua van mua dip san deal sale con dc tang them qua nho nho xinh xinh x,POS,5
nen mua nha mn,POS,4
vai ao mong qua,NEU,3
nhung thoi gian giao hang cham,NEG,2
ao thay ghom,NEG,1
chat da tren nap cua 2 tui co khac nhau nhung tong the on,NEU,3
chua bao gio thay cai ao nao gia tri nhu cai ao nay se ung ho shop dai dai a,POS,5
chat ok so voi san pham,NEU,3
ao dep chuan hinh form rong mac thoai mai,POS,5
shop dang 1 kieu ma ban 1 kieu khi toi phan anh lai voi shop thi choi trach nhiem,NEG,1
me ngay lan dau nhan hang,POS,5
mau ma y hinh,POS,4
chat luong san pham tuyet voi dong goi san pham tam duoc,POS,4
ao giong hinh vai ao ben ngoai dep min so em tay mau den tuyen li nham ko bong vai ben trong la vai du thong thuong,POS,4
nhin nhu re lau cai trang thi form be xiu 2 cai con lai thi mn thay r do nhu 1 mo re lay chat luong san pham rat kem chat luong san pham rat kem dong goi san pham rat kem,NEG,1
oke lam,POS,4
dong goi san pham rat dep va chac chan,POS,4
tui dep vai cuc min luon,POS,5
ao chat cung,NEG,2
voi gia ca thi sp ok mau ma dep mac rat thich,POS,4
thay kha nhe nguoi cho them nua thang nua danh gia lai,POS,4
hinh in dep,POS,5
minh mac vua luon,POS,4
size s ma rong qua vai xau,NEG,1
se mua ung ho neu co dip,POS,5
lua dao ng mua,NEG,1
size 34 nhung mac chat ko co dan nhieu,NEU,3
em m 62 mac size m hoi ngan ti nhung chat luong tot giao hang rat nhanh ung ho shop tiep,NEU,3
ao ko cut top ma cu nhu ao tay dai bth,NEG,2
bo sim vao sai nhu quoc te,POS,5
toc do nhanh,POS,4
ao dep nhu anh 5 sao cho shop,POS,5
mui hoi nang nhung sp dep,NEU,3
chat luong ok nhe,POS,4
dong goi san pham rat dep va chac chan,POS,5
se tiep tuc ung ho shop,POS,4
shop phuc vu rat nhiet tinh va cung rat tan tam 3,POS,5
san pham ok rat haj long,POS,4
thai do tot,POS,4
hay qua shop oi,POS,4
chat luong cung on,POS,4
nhung nhin chung dep,POS,4
giao hang sieu nhanh,POS,4
chat luong san pham tot,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voii dep,POS,5
chat luong san pham tuyet voi thoi gian giao hang rat nhanh chat vai min dep shop phuc vu khoi che luon rat tan tam,POS,5
dong goi san pham rat dep va chac chan hang dep so voi gia tien cam on shop da tang qua nhe,POS,5
dong goi san pham rat dep va chac chan chat luong san pham thi phai dung moi bit nhung van cho shop 5,POS,5
thoi gian giao hang rat nhanh,POS,5
san pham dep ma de giay hoi dai,NEG,2
da check va sac chinh hang a,POS,4
e rat vui,POS,5
danh gia cho luon 5 mac dau chua nhan dx hang em met moi qua shop oi,NEG,2
ao mac em,POS,4
khong bi han nguoi,POS,4
vua nhu in luon,POS,4
chat luong san pham tuyet voi tuy nhien noi dung co khac so voi truyen goc nen khi ke chuyen gay mau thuan vi be da dc nghe truyen goc,POS,4
quan bi chat ong,NEG,2
biet v k mua,NEG,1
san pham dep nhu hinh anh va form dep tuy nhien rat de bat nong,POS,4
chu shop rat nhiet tinh va de thuong nua chu,POS,4
dong goi san pham rat dep va chac chan,POS,4
yeu shop nay lam luon y co chu tu van nhiet tinh yeu co chu nay r day,POS,4
chat luong san pham tuyet voi chat luong san pham tuyet voi rat dang tien thoi gian giao hang rat nhanh shop phuc vu rat cmn tot,POS,5
shop phuc vu rat tot,POS,5
chat luong san pham tam duoc gia ca chap nhan duoc thoi gian giao hang rat nhanh,POS,4
hang dejp giao hang rat nhanh,POS,4
san pham vua y voi so tien,POS,4
hang y hinh,NEU,3
chat vai hoi mong mau do hoi toi so voi tren anh,NEG,2
giao hang nhanh,POS,5
dong goi san pham chac chan tien nao cua nay ok,POS,5
chat luong doi thoi gian su dung moi biet,NEU,3
nhung va n da nh lie u mua 2 ca i,NEU,3
rat khong dang tien,POS,4
khong phai ao thai lan,NEG,1
cam on shop vi mon qua kem theo,POS,5
mau dam hon hinh,NEG,2
hang giong hinh,POS,4
ao to ok co deu vai de nhan qa,NEG,2
dong goi san pham rat dep va chac chan,POS,5
rat dang tien,POS,5
neu co dip se hop tac vs shop tiep a,POS,4
diu ok,POS,4
hop hoi nat vs ca giay bi loi 1 chut do co mot vet xanh bam vao,NEU,3
ao dep lamm a phu hop voi gia tien,POS,5
san pham qua te shop ban hang ko co luong tam nghe nghiep hang nhu nay van gia mom bao y hinh ai mua bi nhu minh thi cu doi tra qua shopee nhe,NEG,1
tui dep chac chan,POS,5
cam on shop,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voi thoi gian giao hang rat nhanh,POS,5
rat thich,POS,5
chat vai hoi tho cung thoi gian giao hang nhanh,NEU,3
rat hai long,POS,5
shop kha uy tin mua nhieu ao nhung van giao dung mau,POS,4
se ung ho shop,POS,4
chat luong san pham tot nhung minh cho 4 vi nuoc xa ma dong goi chung voi bot tre em ma khong co bao boc ngan cach ben ngoai gi het,POS,4
giay dep,POS,4
dung la tien nao cua day thoi,NEG,1
xung dang vs gia tien,POS,4
kieu dang y hinh,POS,4
yem thich cuc luon chat lieu day dan chac chan dep chuan hinh de phoi do ung ho shop nhe,POS,5
dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh chat luong san pham tuyet voi rat dang tien,POS,5
shop phuc vu tam duoc,NEU,3
ao de thuong nhung co khong giong hinh,NEU,3
moi nguyen ma hong luon 1 ben tai roi,NEG,2
qua trinh ship bi nat hop ben ngoai,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,POS,5
cung size n ma vong bung hon nhau ca ngang tay,NEG,2
dong goi san pham rat dep va chac chan,POS,5
chat ok,POS,5
ok lam nhe,POS,4
vai hoi nong,POS,4
tui dep day dan mau ben ngoai dep hon anh,POS,5
ao mong hon anh chup,NEG,2
chat luong tam dc,NEU,3
giao 2 dai ma khac loai 1 loai tam dc 1 loai qua te,NEG,1
gui nham mau nhan cho shop shop k tra loi,NEG,1
ao rat dep cuc dang yeu luon,POS,5
chat luong san pham tot dong goi san pham chac chan dang dong tien thoi gian giao hang nhanh,NEU,3
gau bi ban con lai thi ok,NEG,2
mih mua gia cao hon,NEG,2
chat luong san pham tot can them khau chon size,POS,4
chat luong san pham tam vay,POS,4
kem min nhung do che phu thap,NEU,3
thoi gian giao hang nhanh,POS,4
shop chuyen hang nhanh,POS,4
case dep fan xau d,POS,4
dong goi sp rat te,NEG,1
rat dang tien thoi gian giao hang rat nhanh hang giong hinh chat luong phu hop voi gia tien,POS,4
bao bi dung chuan,POS,4
dam dep chat mat mac thich lam lun chu shop nhie t tinh de men lan sau se ung ho shop nua,POS,5
on vai mong,NEG,2
shop giao nham hang,NEG,1
hang rat dep minh rat vua y,POS,4
hang dep nha,POS,5
chat vai xau,NEG,2
sac rat nhanh minh rat thich,POS,5
tuy chat k day lam nhung van ok a,NEU,3
kha ok,POS,4
san pham re ma tot nua,POS,5
san pham ko dung voi hinh anh quang cao qua dat voi so tien bo ra,NEG,1
vai mat chat dep,POS,5
thom nhung hoa hong mui thom hon,POS,4
vai dep,POS,4
rat dang tien,POS,5
ung ho shop dai,POS,5
cho shop 5 sao a,POS,5
lai giao hang rat nhanh nua,POS,4
dang vay mac dep,POS,4
chat luong san pham tuyet voi,POS,5
dep mem chan nua,POS,4
dong goi san pham rat dep va chac chan nhung khong duoc rong nhu hinh chup hoi nho,NEG,2
thieu ao nay chi nhe,NEG,2
se ung ho cho shop dai dai,POS,4
chat luong san pham tuyet voi rat dang tien thoi gian giao hang rat nhanh,POS,5
ao dep y hinh vai day dat rat dang tui tien thoi gian giao cung khong lau lam chat luong tuyet voi dang de cho doi se tiep tuc mua hang ung ho shop,POS,5
chat luong san pham tuyet voi chac do van chuyen hop hoi bi meo,POS,5
thoi gian giao hang rat nhanh,POS,5
dep,POS,5
size l sao thay bang size m vay chat luong san pham tuyet voi,POS,5
muc mong ko day,NEU,3
hang dep lam cam on shop,POS,4
san pham nay ko giong trong hinh chat luong san pham kem,NEG,2
chat dep nhung hoi mong,NEU,3
chat luong san pham tuyet voi,POS,5
ao dep lam a,POS,5
ao ko dep ko giong quang cao,NEG,1
con lai thi ok,NEU,3
ban nao thich minh nhuong lai gia uu dai nhe,NEU,3
co hoi sau,NEG,2
giong hinh thi giong roi ma chat luong kem,NEG,2
xau va khong nhu trong hinh khong mac duoc vi cu rot ra nhung bui mau den,NEG,1
ao vai cuc dep dung nhu hinh va shop tu van nhiet tinh cam on,POS,5
chat len cung mac nham,NEG,2
chat luong san pham tuyet voi,POS,5
se ung ho lau dai,POS,5
dat xanh xam ma giao nau,NEG,2
chat luong san pham tam duoc shop nhiet tinh minh ko ung lam vi vay chi co 1 lop thoi a,POS,4
cac bac nen mua sim ghep cua shop nay dung,POS,5
giao hang nhanh,POS,4
giao hang nhanh gia ca phai chang,POS,5
tai nghe hoi nho hinh thuc chu kg phai am thanh moi nguoi suy nghi ky truoc khi mua am thanh tot cuc em tai,NEG,2
chat luong san pham tuyet voi gia re ma dep qua ok,POS,5
hang dep rat ung y,POS,5
quan dep lam shop oi,POS,4
check hang chuan,POS,4
giao hang nhanh gon,POS,5
vai qa mong mac ma dih vao ng luon a,NEG,2
khong dung hinh nhung cung tam ung,NEU,3
chat luong ok dung kha tien,POS,4
chat luong sp tuyet voi,POS,5
tiep tuc mua do cua shop chat luong san pham rat tuyet,POS,5
chat luong san pham tot nhung khong co sac di kem rat bat tien,NEG,2
le ra e nen dat theo lo xai dan,POS,5
mau hong hoi xin co hoi tre nen phai dinh lai,NEG,2
cha t o n nhung duo ng may hoi a u,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien shop phuc vu rat tot se tiep tuc ung ho shop,POS,5
a o de p du ng hi nh giao ha ng nhanh ra t ha i lo ng,POS,4
chat chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
nhan vien nu tu van de thuong,POS,4
ao k day nhu hinh k giong hinh lam,NEG,2
hang mong qua bao 60 kg do lai mac vua may minh 54 kg mac con hoi chat the ms 55 kg mac sao vua,NEG,2
dong goi va giao san pham nhanh,POS,4
noi chung chat luong tam duoc so vo gia,NEU,3
sh k nen ban may chat nhu z nua,NEG,1
vay mac xinh lam shop oi,POS,5
vai xau te mac ko vua size muon doi hang ma nt shop ko tra loi,NEG,1
dong goi san pham rat dep va chac chan,POS,5
voucher rat nhanh toi khoang 15,POS,4
hang vai on form ko chuan set ko dep nhu hinh rong,NEG,2
shop rat tot ve khoan cham soc khach hang,POS,4
ao dep lam shop nha,POS,4
ao nay hoi rong co sau hon mau nhung chat dep,POS,4
chat vai min mat,POS,4
hao mau sac rat dep,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien ve cu c em sieu de p may cu c mo g va be n,POS,5
qua re,POS,5
hang chat luong qua xa lun,POS,5
dia chi mua hang dang tin cay se quay lai shop nhieu nua,POS,4
dong goi khg ky,NEG,2
quan xinh lam luon do shop troi oi mang sieu thoai mai luon i ung cai quan nay cuc lan sau co dip se ung ho shop nua,POS,5
rat dang tien,POS,4
mau dep y hinh,NEU,3
shop gui k dung hang da gui hang cho shop doi nhung chua thay phan hoi,NEG,1
thoi gian giao hang rat nhanh,POS,4
vai dep dang vay dep chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh,POS,5
mau toi ko dep giong hinh,NEG,2
vai cuc mem cuc thich luon moi nguoi a chat luong ok nhe minh rat hai long,POS,5
dep chac moi cai kinh bam van tay hoi nhieu,POS,4
vai va mau ao rat dep,POS,5
phan lach hoi xau,NEG,2
va y de thuong,POS,4
xau ngoai su tuong tuong,NEG,1
co vuong nhung thay nhu co thuyen i a nhung chung quy re dep chat luong,NEU,3
ao y hinh nhung chat lieu vai thi hoi that vong nhin hinh cu nghi vai voan nhung la vai luoi nen mat gia tri cua cai ao,NEG,1
rat dang tien rat ung,POS,5
minh rat hai long ve san pham cua shop,POS,4
lan sau xin dong goi cam than hon,NEG,2
vai chan,NEG,2
rat dep,POS,5
boc ki lam luon gia re,POS,4
dong goi san pham rat dep va chac chan,POS,4
shop ko cho doi hang,NEG,1
shop phuc vu rat tot size m ma 47 kg ban k vua,POS,4
trieu like,POS,5
dung so do luon,POS,4
chat luong san pham tuyet voi rat dang tien,POS,5
chi chu shop rat de thuong nhiet tinh ao thi khoi che cho nao luon qua ung luon y giao hang hom truoc hom sau da nhan duoc luon rui,POS,5
shop phuc vu rat tot vai day lam a,POS,5
dep re,POS,4
co tien thi khuyen cac ban nen mua hang khac,NEG,1
vai sieu dep chi co duong may hoi au nhung khong sao het van rate 5,POS,5
dom,NEG,1
chat luong san pham tuyet voi,POS,5
thoi gian giao hang rat nhanh,POS,4
chat vai tot ao mac vua in,POS,5
co qua co qua thich qua shop oi tk shop,POS,5
tay qua suc ngan,NEG,1
giao ha ng nhanh,POS,4
ao dep trong tam gia,POS,5
shop phuc vu rat tot,POS,5
hang giao nhanh mau ma tuyet voi shop phuc vu rat tot rat dang tien,POS,5
se ung ho shop them,POS,4
vay xinhh,POS,5
mac vao rat gon gang dung ao,POS,5
san pham y hinh,POS,5
thoi gian giao hang rat nhanh,NEU,3
moi toi day 1 mm dan vao se co lai nhieu,NEG,2
order cua shop luon luon ung <num> sao cho shop,POS,5
vai mong dinh tam dc so voi gia,NEU,3
chat luong san pham tuyet vo i dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,POS,5
ma size 2 xl chi vua voi nguoi 60 kg do lai,NEU,3
dong goi san pham rat dep va chac chan chat luong san pham tuyet voi shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,5
cho 5 sao,POS,4
minh se ung ho shop dai dai,POS,4
shop giao sai mau ao,NEG,2
thich shop lam ung ho dai dai,POS,5
giao hang nhanh chat len kha ok nhung co hoi ngua,POS,5
se ung ho shop dai dai,POS,5
ung chi tiec quan chun ko co cuc thay doi co,NEG,2
giay dep shop oii nhung co 1 chut loi nho vi de giay hoi nhan cong them co cho ban teo teo nhung ks a shop rat tan tinh va ship hang rat nhanh cam on shop,POS,4
chat luong san pham tuyet voi shop phuc vu rat tot co diem tru la hang rat bui va day nguon va vga rat cu mong shop rut kinh nghiem,NEG,2
shop phuc vu tot,POS,5
hang bi loi sau giay san pham dong goi hop bi rach ta toi,NEG,1
chat luong san pham tuyet voi thoi gian giao hang qua nhanh,POS,5
hop voi gia tien cam on shop nhe,POS,5
giao hang nhanh phuc vu tot,POS,5
chat lieu min mat lop ao kha day nhung mac lau chac se do long giong hinh,NEU,3
kem cong tac ma ko co buon ban that ty di,NEG,1
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,5
hi hi,NEU,3
se ung ho shop thoi gian toi,POS,5
ban hang dep ma re qua lai con kem qua tang nua cho,POS,5
nho hon size thuc,NEG,2
chat vai tam duoc,NEU,3
shop phuc vu rat tot thoi gian giao hang rat nhanh dong goi san pham rat dep va chac chan chat luong san pham tuyet voi nhung phi ship hoi dac nha shop,POS,4
shop phuc vu rat tot giao hang nhanh lam a hihi,POS,5
nhan tin shop ko tra loi,NEG,1
chat luong duoc dong goi khong dep,POS,4
chua di thu chua biet nhu the nao,POS,4
set do tap rat xinh chat dep,POS,4
shop ghi kich thuoc 25x22 nhung thuc te chi 20x15,NEG,2
sp tuyet voi,POS,5
thoi gian dung ko dung quang cao,NEU,3
chat vai cung ko dc dep lam nhung so vs gia tien la rat okie r,POS,4
chat luong san pham tot nhung khi nhan hang hop bi mop trong cu ky,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh,POS,5
vay qua mong ko ung y,NEG,1
shop phuc vu rat tot chat luong san pham tuyet voi,POS,5
chat luong san pham tuong doi shop chuan bi hang nhanh ben giao cung nhanh 2 ngay la nhan dc hang,POS,4
chat luong san pham tuyet voi chat dep mac vua van,POS,5
san pham day dep,POS,4
giay dep goi tot nhe,POS,5
shop phuc vu rat tot,POS,5
shop con tang kem qua nua,POS,4
diem tru mat iron man bi xuoc nhieu shop xem anh ko duoc muot,NEG,2
ao rat dep,POS,5
thay shop bao san pham duoc bao hanh mot nam,POS,4
vai nhu cai vai mung lun,NEG,1
giao hang rat nhanh,POS,5
ok,NEU,3
rat dang tien,POS,5
m dat 2 lan ma lan trc ben trong lot bong dot nay lai k co,NEG,2
hat chia may dep,POS,4
chat luong sp tot moi toi ao mau vang khac mau chun ao qua bo k rong nhu anh,NEU,3
hop rat dep,POS,4
ao mong hon so voi ao mau vang,POS,4
quan dep,POS,4
dau tien minh muon noi chat luong rat tuyet chi dong gop 1 xiu i kien hoi la ngay duoi giay hong co 3 soc nhu ban cua adidas va de lai la chu beest hoi buon nhung doi voi doi giay sp nhu vay la on neu kh ngai 2 li do tren cac ban thoai mai mua hang nha 5 cho chi chu va 4 cho san pham dung size nh,POS,4
bo t thich ao nay lam y,POS,4
lay xl nhung van vua ng vi form be that,NEU,3
chat luong san pham tuyet voi ao rat dep m 42 kg cao 1 m55 mac vua y rat dang tien,POS,5
minh nhan dc roi dong goi can than,POS,4
ao dep va giong hinh lam,POS,4
dong goi hoi bua sp tot giao hang binh thuong ung ho tiep lan nua,NEU,3
to hon tuong tuong,NEG,2
kha la tot nen mua,POS,4
tui dep nhu hinh,POS,4
k mac vo duoc,NEG,1
cam on mon qua nho cua shop,POS,4
dong goi san pham rat dep va chac chan shop phuc vu rat tot chat luong san pham tuyet voi chat luong san pham tuyet voi thoi gian giao hang rat nhanh rat dang tien,POS,4
dep,POS,4
rat ok,POS,4
luo t shopee nhi n gia mi nh nghi no re va y cha c cha ng ra gi,NEG,2
ao hoi mong nhung ro min,POS,4
chu shop rat co trach nhiem chu dong lien he huong dan su dung rat nhiet tinh,POS,5
shop gui hang nhanh,POS,4
shop phuc vu va giao ban hang tuyet voi lam a,POS,5
hang dep mua 4 cai ung het moi nguoi yen tam nhung phom thi hoi nho ai to nguoi thi nt de tu van nha,POS,5
phu hop voi gia tien mk ko hieu sao chu luc nao cung doi mua do dep ma bo it tien thi ko co dau cac ban a,NEU,3
chat duoc,POS,4
minh phai doi lai,NEG,1
thanks shop,POS,4
quan k giong hinh ong rong k bop,NEG,2
hihi quan de thuong,POS,4
quan dep,POS,4
ao tam duoc vai ao k thom vai moi,NEU,3
mua hai mieng dan iphone x ma mot mieng bi loi,NEG,2
hai long,POS,4
xit roi ngoi canh thay chuot van vo tu bo vo haizz,NEG,1
me t khen vay xinh,POS,5
chat vai ko the xau hon dc nua 0 sao,NEG,1
sp date moi,POS,4
chat luong sp tot ao dep y hinh dong goi can than tuy nhien thoi gian giao hang hoi cham,POS,4
dam xinh lam luon gia hop li,POS,5
nhung ko nen gap lung tui lam no bi gay rat mat dang cung ko cho hop giay hay boc nylon,NEG,2
chat luong san pham rat kem,NEG,1
lam an nhu cut,NEG,1
sao dat hai cai khac nhau ma giao hai cai giong nhau vay shop,NEG,2
san pham y hinh,POS,5
tuy nhien from rong qua,POS,4
3,POS,5
vai ko dep lam tien nao cua ay gui nham mau ao,NEG,2
vai nong,NEG,2
vai hoi mong kieu dang ok,NEU,3
da nhan duoc hang,POS,4
mua voucher quang cao la <num> k giam con 99 k ma thuc te shopee van thu tien nguoi mua la <num> k chat luong the company pizza hoi nao ko can ban cai nhung hoa don tinh tien tai nha hang the hien phan an co 99 k thoi trong khi shoppee thu cua khach la <num> k yeu cau shopee tra loi cho hop ly ti di,NEG,1
dep lam,POS,5
de p,POS,4
rate 5 sao luon,POS,5
hang giao dung cam ket,POS,4
dong goi san pham rat dep va chac chan,POS,4
mua voi gia km 79 k qua ok luon,POS,5
lam nhe,NEU,3
sp dung tot,POS,4
cam on shop rat nhiu,POS,5
nhan vien phuc vu tot,POS,4
m rat thich,POS,5
5 sao cho thai do phuc vu cua shop,POS,5
dep hon tuong tuong shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh,POS,5
moi thu minh deu ung y tu cach noi chuyen de thuong cua chi leo cach goi hang chinh chu va ca mon hang nhan duoc quan legging khong mong vai cung khong nong dau len form dep lam,POS,5
chi ban hang dang yeu,POS,5
bo mac ko qua rong chat ni mong hon minh tuong nhung mac kha am tag uni ao con khau nguoc,NEG,2
minh dat gau bang shop gui gau lech that vong qua,NEG,1
lan nao nhan hang cung thay ok,POS,5
size hoi nho so voi binh thuong,NEU,3
c ban hang rat tu te,POS,4
co gian dep shop ky tu van nhiet tinh rat ung y luon cam on shop nhieu nhieu,POS,4
dong goi san pham chac chan,POS,5
chuan la san pham dang thu nhat cua maybelline,POS,4
ao ok co dieu tay ao hoi nho,NEG,1
chat luong san pham tuyet voi,POS,4
hang dep chat rat vua van thoai mai,POS,5
ao ok lam neee,POS,4
dep lam a e nhan dc hang som ma shop tu van nhiet tinh,POS,5
chat luong san pham tuyet voi y hinh vai va duong may rat dep,POS,5
hang qua te,NEG,1
thanks shop,POS,4
cung dep,POS,5
ban ban tu van nhiet tinh ma ao cung dep nua,POS,4
thoi gian giao hang nhanh dang dong tien sp bi loi phan duoi voi gia nay thi k doi hoi nhiu,NEU,3
thanks shop,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
hang re dep rat dang tien se ung ho trong tuong lai,POS,4
min mang,POS,4
tuy nhien mui con hoi,NEG,2
chat vai thi ok,POS,5
vai dep in hoi to va te,NEG,2
chat luong qua on so vs gia tien,POS,5
bo bau chat mem giong anh mac bau hay sau sinh deu dc hai long voi sp thanks shop,POS,5
chua nhan dc hang shop oi,NEG,2
goi hang sieu dep chat luong san pham tuyet voi,POS,5
rat ung,POS,5
nhug rong thi de coi hon chat k bit man chi luon,NEU,3
dong goi san pham rat dep va chac chan moi su dung nen chua thay thay doi nhieu,POS,5
shop phuc vu rat tot,POS,5
day vai to hon bt,NEG,2
shop phuc vu rat tot,POS,4
vi long ngan cun ko tham,NEG,2
sp nong nhu mac ao mua vay,NEG,2
chat luong san pham tuyet voi,POS,5
ve do uy tin thi khoi phai lo nghi,POS,5
dong goi san pham rat dep va chac chan hang ok lam nhe,POS,4
chat vai mong mau k nhu hinh,NEG,2
ve mac hoi rong,NEG,2
chat luong san pham tuyet voi hang xin tem mac day du,POS,4
ao re nhung chat luong lai rat tuyet nhe dong goi chac chan giao hang lai nhanh,POS,5
minh mua vao tam nay chac phai cho den thang 10 moi mac duoc mat,NEG,2
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh chat luong san pham tuyet voi,POS,5
ko dep nhu mong doi phan dap chu bi mo mieng lot ko vua voi de giay,NEG,2
khong giong nhu trong hinh ao nho nhu ao e be mat chu kho phai nguoi lon mat,NEG,2
vai dep day dan dong goi san pham rat dep va chac chan,POS,5
mua cua shop 5 c vua y het ca 5,POS,5
shop phuc vu rat tot nen mua dong goi san pham rat dep va chac chan rat dang tien shop phuc vu rat tot chat luong san pham tuyet voi thoi gian giao hang rat nhanh,POS,5
can than khi dat hang shop nay,NEG,1
chat lieu len kha oke,NEU,3
ho tro doi size quan nhiet tinh,POS,4
ao chat lieu dep va from dep lam shop oi ma shop ban gia cuc yeu nua tang shop 10 nhe chuc shop ban dat hang lan sau se ung ho shop nua a,POS,5
tui nho hon nhieu so voi mo ta,NEG,2
kho tim duoc o ngoai gia nay,POS,5
goi to va em,POS,4
khong giong nhu quan cao vai qua mong,NEG,1
nhin ngoai thi k van de gi nhung su dung thi,NEG,2
san pham nhin giong hinh nhung cuc bi mop,POS,4
nen dung neu chi de nghe nhac khong nen dung neu chi choi games hoac xem phim boi vi toc do truyen am thanh hoi cham,NEG,2
hoa tiet hoi nhoe chat luong san pham tuyet voi chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,5
rua thay ko thich lam,NEU,3
nen giat tay,NEU,3
time giao hang lau nhung hang qua ung y cug ko sao,POS,4
gia ca cung hop li nua chat dep that su luonn,POS,4
mac dep nhug mau vai hoi toi,POS,4
dep qua the dang huhu co mau do di minh dat tiep,POS,4
mua lan 2 rui,NEU,3
khong co nhan xet ve chu shop vi k chat,NEG,2
shop rat nhiet tinh,POS,5
san pham tuyet voi,POS,5
shop phuc vu kha tot quan hoi rong,POS,4
quan qua xau chat thi qua xau luon ko bgio mua tiep cua shop nay nua chat luong san pham rat kem rat khong dang tien,NEG,1
chat vai day lung thun thiet ke huu ich cho moi size bung,POS,4
rat hai long ve chat luong san pham vai dep va in dep,POS,5
minh dang dung khong biet chat luong the nao cai dat kho nhan vien ho tro cai dat nhiet tinh dong goi san pham chac chan,POS,4
van cho 5 sao chat luong san pham tuyet voi,POS,5
minh rat ung y voi san pham nay vuot xa so voi tuong tuong,POS,5
noi chung la ung y,POS,5
ao hoi to minh binh thuong mac size 34 khong mac vua,NEG,2
chuan bi sang hop 2,POS,5
shop phuc vu rat tot shop phuc vu rat tot giao hang nhanh sp chat luong,POS,4
thoi gian giao hang rat nhanh dong goi san pham rat dep va chac chan,POS,5
ao nhu hinh,NEU,3
hang lom nhu hang gia chat diet gian ben trong vua cam vao da vo het ra noi chung la ko co lan thu 2 mua hang cua shop nay chat luong san pham rat kem,NEG,1
chat luong san pham tuyet voi,POS,5
tom lai la rat ung a,POS,5
ko biet chat luong thi the nao,NEU,3
chat luong san pham tam on,NEU,3
