text,label,rate
chất đẹp giao hàng nhanh đóng gói sản phẩm,POS,5
sp phù hợp với giá tiền,NEU,3
hàng chính hãng nhưng nghe cũng bình thường giống như loại pistom 2,NEG,2
chất lượng sản phẩm bình thường,NEU,3
áo đẹp rộng nhưng tay ngắn quá,NEG,2
báo shop lấy màu xanh thiên thanh mà shop gửi màu vàng,NEG,2
khá thất vọng,NEG,2
tuy nhiên áo giá xinh và với giá đó là cực oke,POS,5
chất liệu mềm mại giá quá ổn so với chất lượng mua rẻ hơn ở chợ mà lại thoải mái,POS,5
màu ổn,NEU,3
chất ok shop ạ mk tin tg shop,POS,4
mình nhận được sản phẩm rồi nhé nố chung la cũng đượt,POS,4
sản phẩm hơi lỗi một chút,NEG,2
bi loi nh,NEG,1
đèn quá là ok luôn đặc biệt shop còn rất nhiệt tình còn hàng thì gói kĩ lắm ko lo bik bể kk,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn form đẹp nhưng vải hơi cứng,NEU,3
mền giao sai màu đóng gói sản phẩm tốt chất lượng sản phẩm tạm được,NEU,3
dùng 1 times đánh giá tiếp đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh gấm dẹp hơn ren giao đúng size màu shop phục vụ rất tốt mọi người ủng hộ shop này nhé,POS,5
vải rất đẹp,POS,5
áo giống y hình chất mặc mát giao hàng siêu nhanh sẽ còn ủng hộ shop ạ,POS,5
so với chai simply 1 l đang dùng thì đậm hơn ko biết hàng thật ko nữa,NEG,1
áo mới nhận đã bị rách như vầy,NEG,1
m 1 m6 55 kg mông 99 mặc size m vừa y,POS,4
đọc feedback thấy shop hay giao thiếu số lg nhưng nghĩ chẳng may thôi nên vẫn đặt cuối cùng đặt 15 shop giao có 14 hơi thất vọng xíu nhưng vì shop nhiệt tình xin lỗi nên rate 4,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
chất lượng sản phẩm tuyệt vời áo dày lắm luôn ý shop,POS,5
rất đáng tiền,POS,5
đây là lần đầu tiên mua đồ trên mạng cảm thấy vô cùng hài lòng giao hàng nhanh chất lượng áo tốt và chưa kể có cả 1 bức tâm thư do chị chủ shop tự viết,POS,5
thanks shop,POS,4
mua về chả muốn dùng,NEG,1
bộ này giá rẻ mà chất đẹp quá,POS,5
siêu thanh lịch,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POS,5
rất ưngg,POS,5
chất liệu so với giá tiền thì hơi mắc,NEG,2
shop tư vấn sản phẩm kém,NEG,2
kém chất lượng,NEG,2
quần dành cho b nào béo tí chứ mình size s rồi mà vẫn rộng dã man mình 1 m55 43 kg,NEG,1
vải đẹp đường may cẩn thận,POS,5
chất lượng ổn với giá ít bọt,POS,4
màu không tươi như hình giặt bị phai xấu,NEG,1
áo k ôm như giới thiệu,NEG,1
shop tư vấn nhiệt tình,POS,4
đồ rẻ mà vải đẹp đáng tiền mua,POS,4
hàng đẹp chắc chắn form khuôn ngực đúc đẹp,POS,4
nón đẹp lắmm,POS,5
chất lượng vải rất tốt,POS,5
nói chung ổn so vs giad,NEU,3
áo tuyệt đẹp shop ạ,POS,5
vải đẹp,POS,4
đẹp ih hình,POS,5
chân tô nên mặc quần hơi bó tuy nhiên chất co giãn tốt nên chấp nhận được,NEU,3
chán thời gian giao hàng chậm,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời,POS,5
shop phục vụ rất nhiệt tình sản phẩm tốt,POS,5
kem ăn ngon nhưng giá hơi cao,NEU,3
chất lượng sản phẩm tốt,POS,4
chất ok nhé rất dày,POS,4
mùi hơi hắc kiểu sơn móng tay,NEG,2
áo làm bằng vải voan cát tương đối thô ráp mặc cọ vào ng rất khó chịu form áo đẹp nhưng vải thì chán quá,NEG,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời áo mỏng vải mỏng,POS,5
treo đầu dê bán thịt chó hình đăng thì khác giao hàng thì khác hoàn toàn không giống 1 chi tiết đặt hàng nhà mô hình h 012 a giao h 012 b đặt hàng trên hình thì màu xanh giao mô hình nhà màu hồng con gái tôi đã bị lần này là lần thứ 2 tôi đặt lại có để lại chú ý rằng mô hình màu xanh,NEG,1
mua lần thứ hai tổng cộng đã mua 5 quần tập và 2 áo rất thích,POS,5
hàng bao đẹp bao tốt luôn nha mọi người,POS,5
k đẹp như kì vọng,NEG,2
kính ko vát 2 5 d cạnh rấ sắc sờ gợn tay vừa dán đã phải bóc vứt đi,NEG,2
trắt chơi người dơi quá nê vải mặc mát sướng lắm luôn,POS,5
hàng xấu vải ko đẹp,NEG,2
đóng gói sản phẩm đẹp,POS,4
đóng gói sản phẩm chắc chắn cạp quần ren chật mặc bị kích,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
rất đáng tiền thời gian giao hàng rất nhanh shop phục vụ rất tốt đầu bút mềm viết rất thích thỉnh thoảng dùng lineart cũng rất ok 3,POS,5
hi đẹp lắm ạ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,POS,5
ủng hộ shop dài dài chất lượng sản phẩm tuyệt vời,POS,5
chủ shop rất nhiệt tình giao hàng nhanh,POS,5
đã vậy chất liệu màu đỏ khác với 2 cái màu đen nữa,NEG,1
áo vải mát y hình rất xinh,POS,5
chất áo đẹp,POS,4
shop nhiệt tình sẽ mua thêm lần nữa,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
quâ n đe p da ng thun gia jeasn ko pik giă t co bay ma u ko nhưng vơ i gia na y la qua tô t,POS,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền,POS,5
rộng k cho đổi,NEG,2
mẫu ko đúng như trong hình,NEG,2
vải xấu,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn nhưng hơi chật so với minhg,NEU,3
giống hình chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
giao hàng rất nhanh hàng cũng đẹp nữa,POS,4
quâ n na y mi nh không đươ c mă c vâ n gư i tă ng shop 5 sao vi tinh thâ n tra ch nhiê m,POS,5
rất đáng tiền,POS,4
gưi thiếu hàng nhưng khi hỏi thì chỉ nhắn b bấm hoàn trả đi rồi shop kiểm tra lại nhưng mãi k thấy shop kiểm tra và hoàn trả,NEG,1
bao ngon nhé,POS,5
chất lượng sản phẩm tuyệt vời hộp do vận chuyển bị bóp méo nhưng giày thì ưng lắm,POS,5
son lỳ lâu trôi nhưng nhược điểm là dùng xong môi khô quá,POS,4
thời gian giao hàng nhanh,POS,4
chất lượng sản phẩm okie,POS,4
dùng giấy lau nhẹ trôi hết sạch luôn,NEG,1
kiểu đẹp vải chưa đẹp ka ki mịn ok luôn,POS,5
áo rộng mặc đẹp,POS,4
vải dày dặn nhưng màu ko được sáng tươi như ảnh,POS,4
đáng tiền,POS,5
mặc khá là oke phối đồ unisex thì đẹp hết chổ chê,POS,4
nỉ long ko ah chất lượng sản phẩm rất kém,NEG,1
mà cái nơ hơi nặng nhưng không sao,POS,4
vải không mỏng và màu rất đẹp nhất định m sẽ ủng hộ tiếp,POS,5
rất đáng tiền,POS,5
mà giá lại rất ok,POS,5
vải tốt,POS,4
quần hơi ngắn mặc dù mình đã chọn size xl,NEG,2
thời gian giao hàng rất nhanh tiền nao cua đay,POS,5
giao hàng nhanh đóng gói rất cẩn thận,POS,5
chất vải đẹp ấm mùa đông mát về mùa hè đường may chắc chắn,POS,5
rất đáng tiền,POS,5
shop giao nham mau cho minh,NEG,2
có hột hột bên trong như cát mịn không biet như thế nào vi mới lần đầu sd loaii tã này,NEU,3
chất liệu quá là chim ưng luôn,POS,5
áo ko giống mẫu và dính màu,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,POS,5
thích ghê,POS,5
rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
giao hang nhanh,POS,4
mầu ko đc sáng trắng vẫn pha vàng hối hận khi mua sản phẩm này,NEG,1
áo ổn so với giá tiền,POS,4
shop giao nhầm miếng thép đa năng,NEG,1
mà áo mặc thì oke,NEU,3
chất vải xấu,NEG,1
hơi rộng n vải đẹp,NEU,3
san pham y nhu hinh,POS,4
chất lượng tốt mềm dùng rất thích,POS,5
vải khó tẩy bẩn v,NEG,2
bản hơi to nên hơi thô,NEG,2
áo dày mịn đẹp kg có điểm nào để chê,POS,5
đặt màu cam champagne mà shop giao nhầm màu vàng,NEG,1
xinh hết phần thiên hạ luônn,POS,5
hàng bị tháo tay áo có vần chĩ giống như đã đc sử dụng,NEG,2
áo đẹp,POS,4
vải mỏng rất không đáng tiền,NEG,1
rất ưng ý,POS,5
dùng xong cảm giác da sạch và mịn,POS,4
áo khá dày dặn form y hình shop gửi hàng nhanh,POS,5
sản phẩm kém chất xấu cạp quần ko co dãn thoải mái,NEG,1
giao hàng nhanh nữa,POS,4
shop dễ thương,POS,4
okey,NEU,3
áo đẹp mát,POS,4
bé rất yêu,POS,5
shop khâu vá lại,NEG,1
túi đẹp chất da đẹp,POS,4
áo đẹp chất thích nên phải mua thêm chiếc nữa,POS,5
sản phẩm y như hình,POS,4
mình mua hàng về xài lắc bao nhiu cũng bị vón cục hết ak,NEG,2
nhưng thôi tiền nào của nấy,NEU,3
k nhìn đc luôn chứ sao mà xài,NEG,1
giống đồ chơi của e trẻ nhỏ,NEG,2
bánh ngon,POS,4
đừng nên bẩn những chiếc áo như vây nữa nhé dù là rẻ nhug bán buôn vậy thì k ai vào shop bạn nữa áo k thể mặc dc quá tệ,NEG,1
vải đẹp vải rata đẹp giá ok cực xinh cực xinh mọi người ủng hộ shop đi,POS,5
áo mặc rất thích và vừa người,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
các bạn gái thoải mái tự tin yên tâm về thoi trang khong lo về gia của shop nha,POS,4
giày đẹp phù hợp với giá tiền,POS,4
màu sắc ok nhưng chất lượng ko tốt lắm,POS,4
chất xấu cứ xốp xốp mặc vào khó chịu,NEG,1
mình mua size cho mẹ 60 kg mặc vừa mẹ thích lắm,POS,5
nhưng chuyển không đúng size đã đặt hàng,NEG,2
lừa đảo giao hàng lỗi,NEG,1
hàng đẹp rất mềm và nhẹ,POS,4
áo đẹp giao hàng nhanh,POS,5
điểm trừ son không lì như mô tả,NEG,2
chủ shop dễ thương chất lượng sản phẩm tuyệt vời,POS,5
nói chung là khá hài lòng,POS,4
giá thì đúng còn sản phẩm thì k,NEG,1
rất vừa vặn,POS,4
hàng giống hình nhưng vải k giống,NEG,2
giư nhiê t k đc lau du nhin rất đẹp,NEG,2
sách xinh quá,POS,5
cảm ơn shop,POS,4
tay áo hơi ngắn chất lượng tốt phù hợp với giá tiền,POS,4
sản phẩm k như ý muốn,NEG,2
đóng gói sp chắc chắn time giao hàng nhanh,POS,5
chip gì mà đẹp mê ly thế này chất liệu lại còn mềm mại nữa chứ,POS,5
mặc rất ngắn,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POS,5
hàng ok đo,POS,4
chat lieu vai qua xau duong may au,NEG,1
mình lấy cho khách mà lại ko đúng mẫu,NEG,1
áo đẹp nha các bấy bỳ,POS,5
vải ok lắm ạ nhất định ủng hộ shop lần sau,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền nói chung phom quần đẹp hơn chỗ khác có cùng kiểu dáng có điều quần ngố mèo vải hơi mỏng còn lại vải vs chất liệu đều tốt giá hợp lý sẽ còn mua thêm,POS,5
tào lao chị nào,NEG,2
cảm ơn shop nhiều thật nhiều,POS,4
áo rất đẹp chất vải đúng như miêu tả,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh mua lần thứ 3 rất ưng ý cho shop 10 sao luôn,POS,5
dâm mac dep lam,POS,5
sẽ ủng hộ shop tiếp 3,POS,5
giấy quá xấu,NEG,1
có điều ib đợi hơi lâu,NEG,2
mu i thơm dê chi u,POS,4
bộ chăn ga mềm lắm shop ạ,POS,4
lần đầu và cũng là lần cuối cùng,NEG,1
rất ứng ý,POS,5
màu đẹp chất lượng tốt và giá quá rẻ màu hồng này đẹp và không hề kén da tí nào,POS,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS,5
vải không được ok lắm,NEG,2
chất lượng sản phẩm tuyệt vời,POS,5
shop phục vụ rất tốt,POS,5
vải bị mốc,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chưa cắt chỉ kĩ vãi hơu thô,NEU,3
như dẻ lau nhà,NEG,1
áo quần đẹp lắm giá lại tốt chủ shop nhiệt tình có nhiều deal giá tốt,POS,5
form quần đẹp vải co giãn tốt bạn chủ shop rất nhiệt tình,POS,5
áo rất tốt dáng cũng ok,POS,5
like,POS,5
áo quá rộng chất lượng sản phẩm tạm được,NEU,3
form quần xinh lắm ạ,POS,5
thiếu áo,NEG,2
cho 10 luôn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,POS,5
quâ n mă c no ng co da n ke m,NEG,1
shop ban hang dung chat luong,POS,4
áo ok lắm nha shop tư vấn size hơi rộng các bạn trừ hao 2 4 cm là vừa ng lun ak,POS,4
áo hơi nhỏ shop ơi,NEG,2
bị chật đang trong thời gian chờ đổi,NEG,2
ủng hộ shop,POS,4
mua 5 cái gửi đúng 1 cái sai 4 cái,NEG,2
chất lượng sản phẩm tuyệt vời,POS,5
mua của xunie nhiều rồi chưa bao giờ thất vọng,POS,5
shop gửi đúng màu,NEU,3
excellent product quality excellent packaging excellent seller service quality excellent value excellent delivery speed,POS,5
mỗi tội đi mua quần mới để hợp vs giày <num> k,POS,4
kính đẹp,POS,5
kiểu dáng đẹp trẻ trung,POS,4
đẹp má ơi luôn,POS,5
chất liệu quá tệ,NEG,1
đẹp ạ 3,POS,5
đôi màu đen bị sứt da 1 chút như hình,NEG,2
chất lượng sản phẩm tuyệt vời nên mua shop rất nhiệt tình dễ thương,POS,5
mặc thoải mái,POS,4
đóng gói sản phẩm chắc chắn,NEU,3
nhưng vẫn thấy đẹp ok,NEU,3
sản phẩm ko có nhãn mác miếng tag ngay cổ áo cũng bị cắt mất,NEG,1
đồ đẹp shop đưa đúng màu giao hàng nhanh,POS,4
áo này là khỏi bàn miễn chê luôn áo rất cute vải đẹp tốt,POS,5
hàng k đc đẹp tạm,NEU,3
tuyệt vời ông mặt trời,POS,5
áo mỏng nhưng mịn và mát hàng y hình rất ok,POS,5
chất lượng sản phẩm nhìn chung khá tốt còn có tốt nữa hay không còn tùy thuộc vào tay của mình nói chung lần đầu mua của shop ưng lắm,POS,5
giao hàng nhanh tư vấn nhiệt tình,POS,5
hàng k giống như hình lắm ak,NEG,2
shop phục vụ rất tốt,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh tối nay ăn sẽ đánh giá chất lượng sau hàng ngon các bạn vào mà mua nhé,POS,5
mình mua 1 áo khoác và 1 sơmi cả hai đều size l,NEU,3
đầm rất đẹp rất đáng tiền,POS,5
shop phục vụ quá tệ k cho trả hàng shopee cũng k gọi hỏi người mua mặc nhiên xử k cho trả hàng với lý do người bán k đồng ý,NEG,1
đặt màu đen giao nhầm màu nâu nhưng vẫn rất hài lòng vì áo len rất đẹp chất vải cực thích,POS,4
vải dày dặn form đẹp cực ko uổng công chờ đợi,POS,5
bộ của mẹ thì vừa in shop tư vấn nhiệt tình,POS,4
chất lượng sản phẩm rất kém rất không đáng tiền lần sau không mua ở shop này,NEG,1
tuy nhiên mẫu áo 1 kiểu nhưng khi nhận được áo thì quá dài,NEG,2
sẽ ủng hộ shop dài dài,POS,5
có nhu cầu lần sau se ủng hộ shop,POS,5
áo mô tả gần giống hình cổ áo không giống hình mẫu,NEG,2
nách may bị lỗi,NEG,1
áo mỏng và còn sổ chỉ,NEG,2
rất tốt và đẹp chỉ có màu hơi khác hình đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
chất lượng sản phẩm tạm được shop phục vụ tạm được,NEU,3
giá cả hợp lý,POS,4
mình cao 1 m65 nặng 53 kg nhưng mặc hơi rộng có lẽ vì cả 2 áo đều có form rộng và cổ áo sơmi hơi xấu,NEG,2
form rộng như hình nhé,NEU,3
chất lượng sản phẩm tuyệt vời mình rất hài lòng,POS,5
giao hàng cũng rất nhanh mình sẽ mua ủng hộ thêm,POS,5
đeo kích chân,NEG,2
shop phục vụ tôt,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
shop để hình hương hoa mà giao mùi gỗ cho mh chan thật,NEG,2
1 chữ thôi đẹp 3,POS,5
vải ok mình 60 kg bị chật,NEG,2
shop phục vụ nhiệt tình chất lượng sx tốt sẽ tiếp tục ủng hộ shop,POS,4
shop thì rất nhiệt tình,POS,5
1 a o bi ra ch 1 lô 1 a o giao ko đu ng ha ng,POS,4
áo hơn ngắn,NEG,2
thời gian ship không nhanh lắm nhưng hàng rất đẹp nhìn mê dã man d cute nx sẽ ủng hộ shop dài,POS,5
đường chỉ may lỗi đã vậy đai quần rách nhiều mở ra mang thử thì bung hết chỉ,NEG,1
sẽ ủng hộ lần sau,POS,5
nhìn chung thì sp của chính hãng nên trông vẫn rất ok nhưng chưa sử dụng nên chưa thể đánh giá sâu đc,NEU,3
order màu sữa thì shop ship sang màu xám cả quần baggy lẫn yếm đều từ màu sữa nhưng hàng nhận được la xám đừng nói là lầm cả 2 okey đồ rẻ mình ko đòi hỏi nhiều nhưng đừng cẩu thả tới mức ko vắt sổ mặc yếm mà dây yêm vải tưa tùm lum thấy ghê,NEG,1
rất đẹp,POS,5
hàng đẹp shop rất nhiệt tình chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
làm 1 lần bây giờ không còn thấy 1 con nào lun á trời,POS,4
giá tốt,POS,4
tui bi loi o khoa lan dau mua bi vay nen khong bao gio mua nua,NEG,1
shop phục vụ rất tốt,POS,5
rất thơm,POS,4
đẹp,POS,4
cảm thấy hài lòng về sản phẩm,NEG,2
chất lượng sp,NEU,3
cổ ko giống hình,NEG,2
áo đẹp lắm ạ vati hơi nhăn 1 tý nhưng không sao,NEU,3
chật ở cánh tay,NEG,2
hàng đẹp giống hình tuy nhiên ko hợp ngực mình lắm,POS,4
ổn chỉ thừa còn nhìu k vắt sổ,NEG,2
vai tho cai trang mac vua cai den nho xju mau trang nhjh do,NEG,1
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS,5
mỗi tội bị lỗi,NEG,1
rẻ nên ko dám đòi hỏi cao nhưng nhận hàng xong ko nghĩ đến nổi này,NEG,1
hàng vl,NEU,3
nhanh chóng mặt,NEG,2
mình mua 2 túi và chất lượng khá ok,POS,4
có 1 vấn đề nhỏ đó là bên giao hàng nhanh họ giao hàng quá chậm,NEG,1
áo đẹp dễ mặc và phối đồ,POS,4
vải đẹp mặc mát,POS,4
đơn hàng thứ 4 của mình ở leoshop,NEU,3
áo chỉ cần 2 từ để diễn tả đó là 2 từ tuyệt vời,POS,5
thời gian giao hàng rất nhanh,POS,5
bảng màu mắt cần đóng gói kĩ hơn bị rơi phấn nhiều quá,NEG,2
cái này dẽ thương lắm vải đẹp và đang đặt thêm cái nữa,POS,4
sẽ còn ủng hộ shop chúc shop luôn đắt hàng ạ,POS,4
sản phẩm chất da cá form rộng có thể mang 1 cái sweater màu trắng bên trong vẫn được hàng rất đẹp rất đáng tiền,POS,5
chất len mịn đẹp đc đổi sang màu hồng rất ưng,POS,5
sẽ ủng hộ shop dài dài,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS,5
dang tien,POS,4
chất lượng sản phẩm tuyệt vời,POS,5
váy màu ghi nhỏ hơn màu đen 1 chút nên hơi chật với mình,NEG,2
sp phù hợp với giá tiền,POS,4
áo hơi mỏng không giống chất liệu len,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền,POS,5
để e trang trí rồi chụp tặng shop hình,NEU,3
bao giá bao chất bao luôn cả vải,POS,5
giày đúng như hình ạ giao lẹ nữa trưa hôm qua order trưa hôm nay có 3,NEU,3
mau giong hinh nhung mong,NEU,3
quần bé so với lời ghi trên quảng cáo của shop chất lượng sản phẩm tốt,POS,4
màu sắc đúng như hình,POS,4
thời gian giao hàng rất nhanh nhưng chất quần không thích lắm quần chất vải dù chứ không phải kaki,NEU,3
nhưng thời gian giao hàng rất rất lâu,NEU,3
nguoi ban co tam nhat quat đat,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
size xl nên hơi to,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
viền cổ và bo tay đều không có,NEG,1
siêu ưng,POS,4
dùng ok lăm nhé,POS,4
dù chất lượng có tốt thế nào đi nữa mà cách làm việc thế này thì mình xin cho 1,NEG,1
tuy nhiên chị bán hàng rất vui tính nên sẽ ủng hộ shop dài dài,POS,5
chất lượng sản phẩm kém,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền,POS,5
shop chăm sóc kh tốt cho 5 sao vì thái độ,POS,4
áo vải đẹp form chuẩn,POS,4
ống quần xấu,NEG,1
mũ để tắm em bé thì bị mấy món khác đâm làm rách teng beng,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng cổ hơn rộng một chút,POS,5
đánh giá shop cao vì đặt hàng k có chọn mẫu nhưng shop vẫn để ý phần lưu ý mà kh để lại,POS,5
shop phục vụ rất tốt,POS,4
áo rẻ mà đẹp lắm luôn 3,POS,5
yêu shopp,POS,4
áo đẹp nhưng dễ bị phai,NEU,3
chất vải dày dặn giao hàng nhanh rất hài lòng về shop,POS,4
chất lượng sản phẩm tuyệt vời hàng mặc đẹp thêm chị chủ tư vấn cực tâm lý luôn mua đồ ở đây tui tốn tiền quá trời cứ mua lại thấy đồ đẹp,POS,5
chất liệu vải ok nhưng size to qua không mặc vừa hic,NEG,2
giờ chỉ trung thành với dòng son này,POS,5
phù hợp với giá tiền,POS,4
người mình cao nhưng nhỏ nhắn mặc vẫn hơi chật nên ai to hơn mặc chắc chắn ko thở nổi đâu 3,NEG,2
áo len rất hợp để mặc trong áo khoác không quá dày không quá mỏng cũng không bị nhão bai xù mua 2 cái chất giống nhau không có trường hợp loại này lại chất khác,POS,4
chất lượng sản phẩm phù hợp với giá,POS,5
chất lượng sản phẩm tuyệt vờ i rất đáng tiền,POS,5
check code đúng hàng,POS,4
rất hài lòng với sp này,POS,5
rất đáng tiền ko khác gì mua ở made in vietnam,POS,5
xài k thấy hiệu quả gì,NEG,1
<num> k 2 đôi thì giá khá hợp lý,POS,5
chat lieu hoi mong 1 chut shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,4
hẹn là có trước thứ 6 tuần trước vì mình dặn là mình cần gấp đến tận bây giờ mới giao,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt sẽ tiếp tục mua hàng của shop,POS,5
sản phẩm tốt sẽ tiếp tục ủng hộ shop,POS,4
đóng gói sản phẩm kĩ,POS,4
màu không được đậm như trong hình,NEG,2
hàng ưng ý chất lượng sản phẩm tuyệt vời,POS,5
hàng ko chuẩn size chút nao thất vong qua lay size m bé quá ko vua cho đua cháu luờn quay lai lay them cai size l van the qua thâ t vong luôn,NEG,1
nhưng cu ng mâ t công đơ i ha ng vâ y la cu ng đươ c rô i,POS,4
rất đáng tiền thời gian giao hàng rất nhanh shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời áo đẹp lắmm,POS,5
size m nhưng hơi rộng mình 57 kg,NEG,2
màu sắc rất đẹp sắc sảo,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền chủ shop rất dễ thương nhiệt tình,POS,5
vẫn biết là tiền nào của nấy nhưng k nghĩ chất xấu như vậy,NEG,1
sẽ ủng hộ shop dài dài,POS,4
vải thô ơi là thô,NEG,1
giao hàng k có tâm đồ đạc méo hết giao hàng bị trễ,NEG,1
màu xanh bên ngoài ko tươi như hình,NEG,2
áo màu không giống hình bất lực vs shop,NEG,1
mk dat mau hong ma shop thui mau vag cug tam vay,NEG,2
áo rộng so với mình giá rẻ nên vậy là ok,POS,4
chất lượng sản phẩm tuyệt vời lại đc tặng thêm quà nhỏ xinh nữa tks shop nhé,POS,5
nhưng mỗi tội shop ship hàng lâu quá,NEG,2
sản phẩm bằng nhựa ko phải inox không lắp vào vòi được,NEG,1
thời gian giao hàng nhanh shop tư vấn dễ thương,POS,5
thời gian giao hàng rất nhanh,POS,4
đặt trắng tay đỏ nhg shop giao đỏ tay trắng,NEG,1
chất vải mát dáng áo như hình nói chung vượt mong đợi,POS,5
sản phẩm co giãn ok lắm chất vải mặt nữa,POS,4
mình rất thích những chiếc quần đc bọc riêng từng túi theo kiểu nhật như thế,POS,4
vải đẹp form đẹp,POS,4
áo giống hình,POS,4
sp tạm đuoc,POS,4
vải mỏng dính,NEG,2
shop phục vụ rất tốt,POS,5
sản phẩm gần giống với hình ảnh đóng gói sản phẩm tạm được,NEU,3
mong muốn đổi lại cũng không cho,NEG,1
đợi lâu nhưng shop rất nhiệt tình,POS,4
đẹp lém shop,POS,4
đẹp,POS,4
dù sao cũng cảm ơn shop,POS,4
shop phục vụ rất tốt vải đc tại mình lười ủi nên vải giặt bị nhân mình k thich thời gian giao hàng nhanh đóng gói sản phẩm chắc chắn chất lượng sản phẩm tốt,POS,4
chất đẹp mặc thoải mái,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền,POS,5
đặt hôm qua,NEU,3
son ma u đe p k bi bô t,POS,4
nhưng ko thấm như quảng cáo kiểu tấm tranh hơn là thảm,NEG,2
hàng chuẩn hình mặt nạ ôm sát khá dày dặn nhiều dưỡng chất nhưng mình không thấy rõ mùi trà xanh lắm,POS,4
vải ok nhưng in xấu,NEG,2
hàng đẹp chất liệu rất đẹp,POS,4
chất lượng sp so với giá ổn nha shop,POS,5
lon mau mua mau trang ma shop goi mau den,NEG,2
